==============================================================================
==============================================================================
Thu. Oct. 20 2016                  LANDSAT 5                       Time: 21:21
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501610196671_01358                          Path / Row - 231 / 62
Reference Image: L51CUB1009253130101_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2310623942   -3.28498    -60.46773     0.05     -0.19     0.20     1 
2310623944   -3.28484    -60.41162     0.06     -0.14     0.16     1 
2310623945   -3.28477    -60.38356    -0.26     -0.10     0.28     1 
2310623946   -3.28469    -60.35551    -0.19     -0.06     0.20     1 
2310623949   -3.28446    -60.27135    -0.06      0.34     0.35     1 
2310623950   -3.28439    -60.24330    -0.11     -0.18     0.21     1 
2310623952   -3.28423    -60.18719    -0.12     -0.06     0.13     1 
2310623954   -3.28407    -60.13109     0.18     -0.27     0.32     1 
2310623956   -3.28391    -60.07500     0.04      0.14     0.15     1 
2310623962   -3.28340    -59.90672    -0.15      0.04     0.15     1 
2310623963   -3.28331    -59.87868     0.15      0.03     0.16     1 
2310623964   -3.28322    -59.85064    -0.04      0.14     0.15     1 
2310623982   -3.31196    -61.45001    -0.03      0.01     0.03     1 
2310623983   -3.31192    -61.42193    -0.15     -0.03     0.15     1 
2310623984   -3.31187    -61.39386    -0.08     -0.05     0.09     1 
2310623988   -3.31168    -61.28157    -0.02      0.00     0.02     1 
2310623989   -3.31163    -61.25350    -0.00     -0.25     0.25     1 
2310623990   -3.31158    -61.22542    -0.08      0.15     0.17     1 
2310623991   -3.31153    -61.19735    -0.08      0.09     0.12     1 
2310623992   -3.31148    -61.16928    -0.08     -0.12     0.15     1 
2310623994   -3.31137    -61.11314     0.07      0.04     0.08     1 
2310623996   -3.31127    -61.05700     0.29     -0.00     0.29     1 
2310623998   -3.31115    -61.00086     0.05     -0.10     0.11     1 
2310623999   -3.31110    -60.97280     0.13      0.03     0.13     1 
2310624000   -3.31104    -60.94473    -0.03      0.00     0.03     1 
2310624001   -3.31098    -60.91666     0.26     -0.07     0.27     1 
2310624003   -3.31086    -60.86053    -0.01     -0.03     0.03     1 
2310624006   -3.31067    -60.77634     0.15      0.20     0.25     1 
2310624007   -3.31061    -60.74827    -0.14      0.08     0.16     1 
2310624008   -3.31054    -60.72021     0.12     -0.20     0.23     1 
2310624009   -3.31048    -60.69215    -0.14      0.11     0.18     1 
2310624012   -3.31028    -60.60796     0.05      0.14     0.15     1 
2310624013   -3.31021    -60.57990     0.02     -0.05     0.05     1 
2310624014   -3.31014    -60.55184     0.03     -0.25     0.25     1 
2310624016   -3.31000    -60.49573     0.04      0.25     0.26     1 
2310624021   -3.30964    -60.35544     0.26     -0.17     0.31     1 
2310624022   -3.30956    -60.32739     0.14     -0.05     0.15     1 
2310624025   -3.30933    -60.24323     0.09     -0.11     0.14     1 
2310624026   -3.30925    -60.21517     0.00     -0.23     0.23     1 
2310624033   -3.30868    -60.01883    -0.07     -0.08     0.10     1 
2310624034   -3.30859    -59.99078    -0.04     -0.09     0.09     1 
2310624035   -3.30850    -59.96274    -0.02     -0.07     0.07     1 
2310624036   -3.30842    -59.93469    -0.10     -0.05     0.11     1 
2310624037   -3.30833    -59.90665     0.15     -0.03     0.15     1 
2310624038   -3.30824    -59.87860    -0.04     -0.07     0.08     1 
2310624039   -3.30815    -59.85056    -0.30     -0.00     0.30     1 
2310624056   -3.33697    -61.47805    -0.09      0.01     0.09     1 
2310624057   -3.33692    -61.44997    -0.17     -0.04     0.17     1 
2310624060   -3.33679    -61.36574    -0.01      0.08     0.08     1 
2310624061   -3.33674    -61.33767    -0.08      0.03     0.09     1 
2310624062   -3.33669    -61.30960    -0.15     -0.19     0.25     1 
2310624063   -3.33664    -61.28152    -0.15     -0.08     0.17     1 
2310624064   -3.33659    -61.25345     0.11      0.13     0.18     1 
2310624065   -3.33654    -61.22538     0.00     -0.00     0.00     1 
2310624066   -3.33649    -61.19731     0.18     -0.04     0.18     1 
2310624069   -3.33633    -61.11309     0.23     -0.07     0.24     1 
2310624070   -3.33628    -61.08502    -0.28      0.12     0.30     1 
2310624074   -3.33605    -60.97275    -0.21      0.05     0.22     1 
2310624076   -3.33593    -60.91661     0.13      0.19     0.23     1 
2310624077   -3.33587    -60.88854     0.11      0.03     0.12     1 
2310624081   -3.33562    -60.77628     0.02      0.14     0.14     1 
2310624082   -3.33556    -60.74822    -0.00     -0.08     0.08     1 
2310624097   -3.33450    -60.32732    -0.04      0.11     0.12     1 
2310624102   -3.33411    -60.18705    -0.22      0.28     0.36     1 
2310624106   -3.33378    -60.07485     0.05     -0.01     0.05     1 
2310624107   -3.33370    -60.04680     0.04     -0.19     0.19     1 
2310624108   -3.33361    -60.01875     0.09      0.13     0.16     1 
2310624109   -3.33353    -59.99071     0.15      0.19     0.24     1 
2310624112   -3.33326    -59.90657    -0.03      0.04     0.05     1 
2310624113   -3.33317    -59.87853    -0.06     -0.05     0.08     1 
2310624114   -3.33309    -59.85048    -0.13     -0.14     0.19     1 
2310624130   -3.36197    -61.50608    -0.00      0.10     0.10     1 
2310624131   -3.36193    -61.47801    -0.09     -0.01     0.09     1 
2310624133   -3.36184    -61.42186     0.00      0.03     0.03     1 
2310624135   -3.36174    -61.36570     0.11     -0.09     0.14     1 
2310624136   -3.36170    -61.33763     0.01      0.05     0.05     1 
2310624140   -3.36150    -61.22533    -0.21     -0.13     0.25     1 
2310624142   -3.36139    -61.16919    -0.20      0.17     0.27     1 
2310624144   -3.36129    -61.11304    -0.08     -0.15     0.17     1 
2310624146   -3.36118    -61.05690    -0.17     -0.27     0.32     1 
2310624147   -3.36112    -61.02883     0.06     -0.26     0.26     1 
2310624149   -3.36101    -60.97269     0.04     -0.22     0.23     1 
2310624150   -3.36095    -60.94463     0.13      0.08     0.16     1 
2310624151   -3.36089    -60.91656     0.01     -0.01     0.02     1 
2310624152   -3.36083    -60.88849    -0.25     -0.15     0.29     1 
2310624153   -3.36076    -60.86042    -0.08     -0.23     0.24     1 
2310624155   -3.36064    -60.80429    -0.19      0.10     0.22     1 
2310624160   -3.36031    -60.66397    -0.04     -0.27     0.27     1 
2310624163   -3.36011    -60.57978    -0.02     -0.29     0.29     1 
2310624164   -3.36004    -60.55172     0.14     -0.20     0.25     1 
2310624165   -3.35996    -60.52366    -0.05      0.02     0.05     1 
2310624168   -3.35975    -60.43948     0.03     -0.07     0.08     1 
2310624169   -3.35967    -60.41142     0.01     -0.09     0.09     1 
2310624172   -3.35944    -60.32725    -0.17      0.01     0.17     1 
2310624176   -3.35913    -60.21503     0.06      0.11     0.13     1 
2310624177   -3.35905    -60.18698    -0.01      0.01     0.01     1 
2310624179   -3.35888    -60.13088     0.15     -0.01     0.15     1 
2310624182   -3.35863    -60.04673    -0.22      0.25     0.34     1 
2310624183   -3.35855    -60.01868     0.00      0.19     0.19     1 
2310624185   -3.35837    -59.96258     0.13     -0.06     0.14     1 
2310624186   -3.35829    -59.93454    -0.03     -0.16     0.17     1 
2310624187   -3.35820    -59.90649    -0.02     -0.05     0.05     1 
2310624209   -3.38675    -61.39374     0.06      0.10     0.11     1 
2310624210   -3.38671    -61.36566     0.07      0.09     0.11     1 
2310624211   -3.38666    -61.33759    -0.04      0.07     0.08     1 
2310624213   -3.38656    -61.28144    -0.05      0.02     0.05     1 
2310624217   -3.38635    -61.16914     0.04     -0.19     0.19     1 
2310624223   -3.38602    -61.00071    -0.04     -0.17     0.17     1 
2310624224   -3.38596    -60.97264    -0.04      0.19     0.19     1 
2310624225   -3.38590    -60.94457     0.05      0.19     0.20     1 
2310624226   -3.38584    -60.91650    -0.28     -0.01     0.28     1 
2310624228   -3.38572    -60.86037    -0.22      0.14     0.26     1 
2310624232   -3.38546    -60.74810     0.18     -0.10     0.21     1 
2310624233   -3.38539    -60.72004    -0.08     -0.12     0.14     1 
2310624235   -3.38526    -60.66391    -0.13      0.05     0.14     1 
2310624236   -3.38519    -60.63584     0.05     -0.03     0.06     1 
2310624237   -3.38512    -60.60778     0.13      0.07     0.14     1 
2310624238   -3.38505    -60.57972    -0.04     -0.06     0.07     1 
2310624239   -3.38498    -60.55166    -0.06      0.10     0.11     1 
2310624240   -3.38491    -60.52360     0.06     -0.23     0.24     1 
2310624241   -3.38484    -60.49553     0.10      0.04     0.11     1 
2310624244   -3.38462    -60.41136     0.08      0.01     0.08     1 
2310624245   -3.38454    -60.38330     0.08      0.19     0.20     1 
2310624246   -3.38446    -60.35524    -0.13      0.06     0.15     1 
2310624247   -3.38439    -60.32718    -0.02      0.14     0.14     1 
2310624248   -3.38431    -60.29913    -0.21      0.26     0.34     1 
2310624249   -3.38423    -60.27107    -0.23     -0.02     0.23     1 
2310624250   -3.38415    -60.24302    -0.04     -0.01     0.05     1 
2310624251   -3.38407    -60.21496     0.02     -0.10     0.10     1 
2310624252   -3.38399    -60.18691    -0.07      0.04     0.08     1 
2310624253   -3.38391    -60.15886    -0.07      0.06     0.09     1 
2310624255   -3.38374    -60.10275     0.03      0.08     0.08     1 
2310624256   -3.38366    -60.07470    -0.17      0.08     0.19     1 
2310624257   -3.38357    -60.04665    -0.03     -0.05     0.06     1 
2310624258   -3.38348    -60.01860     0.02      0.07     0.08     1 
2310624259   -3.38340    -59.99055    -0.01      0.00     0.01     1 
2310624260   -3.38331    -59.96251    -0.06     -0.06     0.09     1 
2310624261   -3.38322    -59.93446     0.03     -0.21     0.21     1 
2310624262   -3.38313    -59.90641     0.00      0.03     0.03     1 
2310624263   -3.38304    -59.87837    -0.02     -0.24     0.25     1 
2310624280   -3.41189    -61.50601     0.02      0.05     0.06     1 
2310624281   -3.41185    -61.47793    -0.04      0.01     0.04     1 
2310624283   -3.41176    -61.42177    -0.04     -0.07     0.08     1 
2310624284   -3.41171    -61.39370     0.02      0.14     0.14     1 
2310624285   -3.41166    -61.36562     0.00     -0.06     0.06     1 
2310624286   -3.41162    -61.33754     0.03     -0.18     0.18     1 
2310624287   -3.41157    -61.30947    -0.07     -0.08     0.10     1 
2310624288   -3.41152    -61.28139     0.06     -0.07     0.09     1 
2310624289   -3.41147    -61.25332     0.01     -0.03     0.03     1 
2310624291   -3.41136    -61.19717    -0.01      0.24     0.24     1 
2310624295   -3.41114    -61.08487    -0.17     -0.01     0.17     1 
2310624296   -3.41109    -61.05680    -0.34      0.04     0.34     1 
2310624297   -3.41103    -61.02873    -0.03     -0.26     0.26     1 
2310624299   -3.41091    -60.97259     0.27     -0.04     0.27     1 
2310624300   -3.41085    -60.94452     0.31     -0.03     0.31     1 
2310624301   -3.41079    -60.91645     0.13      0.25     0.28     1 
2310624303   -3.41067    -60.86031    -0.10     -0.13     0.16     1 
2310624304   -3.41060    -60.83224    -0.10      0.30     0.32     1 
2310624305   -3.41054    -60.80418     0.11      0.03     0.11     1 
2310624310   -3.41021    -60.66385    -0.04      0.15     0.16     1 
2310624311   -3.41014    -60.63578     0.14     -0.26     0.29     1 
2310624313   -3.41000    -60.57966    -0.19     -0.05     0.20     1 
2310624314   -3.40993    -60.55159    -0.12      0.01     0.12     1 
2310624315   -3.40986    -60.52353    -0.09     -0.09     0.13     1 
2310624316   -3.40978    -60.49547    -0.23      0.02     0.23     1 
2310624318   -3.40964    -60.43935    -0.01     -0.01     0.02     1 
2310624319   -3.40956    -60.41129     0.05      0.28     0.28     1 
2310624321   -3.40941    -60.35517    -0.03      0.09     0.09     1 
2310624322   -3.40933    -60.32711    -0.00      0.07     0.07     1 
2310624323   -3.40925    -60.29906    -0.08      0.15     0.16     1 
2310624324   -3.40917    -60.27100    -0.01      0.21     0.21     1 
2310624325   -3.40909    -60.24295    -0.01      0.08     0.08     1 
2310624326   -3.40901    -60.21489    -0.04      0.00     0.04     1 
2310624327   -3.40893    -60.18684    -0.20      0.04     0.20     1 
2310624330   -3.40868    -60.10268     0.00     -0.06     0.06     1 
2310624331   -3.40859    -60.07463     0.12     -0.26     0.29     1 
2310624332   -3.40850    -60.04658    -0.08      0.04     0.09     1 
2310624333   -3.40842    -60.01853     0.03     -0.18     0.18     1 
2310624334   -3.40833    -59.99048    -0.05     -0.02     0.06     1 
2310624336   -3.40815    -59.93438     0.12     -0.11     0.17     1 
2310624337   -3.40806    -59.90633    -0.22     -0.25     0.34     1 
2310624338   -3.40797    -59.87829    -0.11      0.23     0.25     1 
2310624356   -3.43681    -61.47789     0.00      0.19     0.19     1 
2310624357   -3.43676    -61.44981     0.02      0.20     0.20     1 
2310624358   -3.43672    -61.42173    -0.07     -0.09     0.12     1 
2310624359   -3.43667    -61.39366     0.12     -0.05     0.13     1 
2310624360   -3.43662    -61.36558     0.05     -0.05     0.07     1 
2310624361   -3.43657    -61.33750    -0.02      0.12     0.12     1 
2310624362   -3.43653    -61.30942    -0.04      0.16     0.17     1 
2310624363   -3.43648    -61.28135    -0.00      0.03     0.03     1 
2310624364   -3.43642    -61.25327    -0.14      0.21     0.25     1 
2310624365   -3.43637    -61.22520    -0.19     -0.05     0.20     1 
2310624369   -3.43616    -61.11290    -0.26     -0.14     0.30     1 
2310624371   -3.43604    -61.05675    -0.10     -0.32     0.34     1 
2310624374   -3.43587    -60.97254    -0.08     -0.24     0.26     1 
2310624377   -3.43568    -60.88833    -0.09      0.18     0.20     1 
2310624378   -3.43562    -60.86026     0.17     -0.05     0.18     1 
2310624381   -3.43543    -60.77605    -0.11      0.15     0.19     1 
2310624385   -3.43516    -60.66379    -0.20      0.10     0.22     1 
2310624386   -3.43509    -60.63572    -0.17      0.00     0.17     1 
2310624387   -3.43502    -60.60766    -0.05     -0.02     0.06     1 
2310624388   -3.43495    -60.57959    -0.08      0.00     0.08     1 
2310624389   -3.43488    -60.55153     0.11      0.08     0.13     1 
2310624390   -3.43480    -60.52347     0.06     -0.10     0.12     1 
2310624391   -3.43473    -60.49540    -0.04     -0.02     0.04     1 
2310624392   -3.43466    -60.46734     0.02      0.08     0.08     1 
2310624393   -3.43458    -60.43928     0.05      0.04     0.06     1 
2310624396   -3.43435    -60.35510     0.06      0.01     0.06     1 
2310624397   -3.43427    -60.32705    -0.04     -0.14     0.14     1 
2310624398   -3.43419    -60.29899    -0.02      0.01     0.03     1 
2310624399   -3.43411    -60.27093    -0.07      0.07     0.09     1 
2310624400   -3.43403    -60.24287    -0.05      0.02     0.05     1 
2310624401   -3.43395    -60.21482     0.09     -0.13     0.16     1 
2310624402   -3.43387    -60.18676    -0.20     -0.06     0.21     1 
2310624403   -3.43378    -60.15871    -0.03      0.12     0.12     1 
2310624404   -3.43370    -60.13066    -0.00     -0.09     0.09     1 
2310624405   -3.43361    -60.10260     0.21      0.15     0.26     1 
2310624406   -3.43353    -60.07455    -0.06      0.06     0.09     1 
2310624407   -3.43344    -60.04650     0.10     -0.02     0.11     1 
2310624408   -3.43335    -60.01845     0.10     -0.04     0.11     1 
2310624409   -3.43327    -59.99040    -0.06     -0.03     0.07     1 
2310624411   -3.43309    -59.93430    -0.19     -0.15     0.25     1 
2310624413   -3.43290    -59.87821    -0.00     -0.13     0.13     1 
2310624430   -3.46182    -61.50593     0.05     -0.00     0.05     1 
2310624431   -3.46177    -61.47785    -0.29      0.08     0.30     1 
2310624432   -3.46172    -61.44977    -0.25      0.10     0.27     1 
2310624434   -3.46163    -61.39361    -0.07      0.00     0.07     1 
2310624437   -3.46148    -61.30938    -0.04      0.24     0.25     1 
2310624438   -3.46143    -61.28130     0.06     -0.07     0.09     1 
2310624439   -3.46138    -61.25323    -0.15      0.01     0.15     1 
2310624440   -3.46133    -61.22515    -0.00     -0.13     0.13     1 
2310624442   -3.46122    -61.16900    -0.07      0.19     0.20     1 
2310624446   -3.46100    -61.05670    -0.01      0.20     0.20     1 
2310624451   -3.46070    -60.91634    -0.07     -0.12     0.14     1 
2310624452   -3.46064    -60.88827     0.29      0.00     0.29     1 
2310624453   -3.46057    -60.86020    -0.08      0.07     0.10     1 
2310624455   -3.46044    -60.80406    -0.21      0.15     0.25     1 
2310624458   -3.46024    -60.71986    -0.18     -0.17     0.24     1 
2310624459   -3.46018    -60.69179    -0.10      0.05     0.11     1 
2310624460   -3.46011    -60.66373    -0.00     -0.00     0.00     1 
2310624463   -3.45989    -60.57953    -0.12     -0.02     0.12     1 
2310624464   -3.45982    -60.55147     0.00      0.05     0.05     1 
2310624465   -3.45975    -60.52340    -0.04     -0.07     0.08     1 
2310624466   -3.45967    -60.49534     0.02     -0.05     0.06     1 
2310624467   -3.45960    -60.46728    -0.07      0.10     0.12     1 
2310624471   -3.45929    -60.35504     0.05      0.03     0.06     1 
2310624472   -3.45921    -60.32698     0.05     -0.03     0.06     1 
2310624473   -3.45913    -60.29892    -0.00      0.07     0.07     1 
2310624474   -3.45905    -60.27086    -0.03     -0.00     0.03     1 
2310624476   -3.45889    -60.21475    -0.02      0.03     0.04     1 
2310624479   -3.45864    -60.13058     0.24      0.25     0.35     1 
2310624480   -3.45855    -60.10253     0.14     -0.11     0.18     1 
2310624481   -3.45846    -60.07447    -0.16     -0.09     0.18     1 
2310624482   -3.45838    -60.04642     0.04      0.08     0.09     1 
2310624483   -3.45829    -60.01837     0.13      0.14     0.20     1 
2310624484   -3.45820    -59.99032    -0.08     -0.10     0.12     1 
2310624485   -3.45811    -59.96227     0.10      0.09     0.13     1 
2310624487   -3.45793    -59.90617     0.09      0.09     0.13     1 
2310624488   -3.45784    -59.87812    -0.01      0.09     0.09     1 
2310624504   -3.48682    -61.53397     0.09      0.06     0.11     1 
2310624505   -3.48678    -61.50589    -0.03     -0.28     0.28     1 
2310624506   -3.48673    -61.47781     0.16      0.07     0.18     1 
2310624507   -3.48669    -61.44973    -0.01     -0.03     0.03     1 
2310624508   -3.48664    -61.42165    -0.23     -0.02     0.23     1 
2310624509   -3.48659    -61.39357    -0.23      0.03     0.23     1 
2310624510   -3.48654    -61.36549    -0.24      0.29     0.38     1 
2310624511   -3.48649    -61.33741    -0.10     -0.09     0.13     1 
2310624513   -3.48639    -61.28126    -0.02      0.15     0.15     1 
2310624515   -3.48629    -61.22510    -0.07      0.05     0.09     1 
2310624516   -3.48623    -61.19703    -0.15     -0.05     0.15     1 
2310624517   -3.48618    -61.16895    -0.26     -0.03     0.26     1 
2310624520   -3.48601    -61.08472     0.05     -0.12     0.13     1 
2310624521   -3.48595    -61.05665     0.12     -0.25     0.27     1 
2310624530   -3.48540    -60.80400     0.03     -0.01     0.04     1 
2310624533   -3.48519    -60.71980    -0.11      0.14     0.18     1 
2310624534   -3.48513    -60.69173     0.06     -0.03     0.07     1 
2310624535   -3.48506    -60.66366    -0.12     -0.12     0.17     1 
2310624537   -3.48491    -60.60753    -0.10     -0.00     0.10     1 
2310624538   -3.48484    -60.57947     0.06     -0.04     0.07     1 
2310624539   -3.48477    -60.55140    -0.03     -0.16     0.17     1 
2310624540   -3.48470    -60.52334     0.11      0.05     0.12     1 
2310624541   -3.48462    -60.49527     0.02     -0.10     0.10     1 
2310624545   -3.48432    -60.38303    -0.02      0.05     0.05     1 
2310624546   -3.48424    -60.35497    -0.02     -0.04     0.05     1 
2310624547   -3.48416    -60.32691    -0.02     -0.06     0.06     1 
2310624548   -3.48408    -60.29885    -0.01     -0.05     0.05     1 
2310624549   -3.48400    -60.27079    -0.05     -0.11     0.12     1 
2310624550   -3.48391    -60.24273     0.01     -0.00     0.01     1 
2310624551   -3.48383    -60.21467     0.16     -0.00     0.16     1 
2310624552   -3.48375    -60.18662     0.11      0.07     0.13     1 
2310624555   -3.48349    -60.10245     0.07     -0.00     0.07     1 
2310624557   -3.48331    -60.04635     0.09      0.20     0.21     1 
2310624559   -3.48314    -59.99024    -0.02     -0.09     0.09     1 
2310624560   -3.48305    -59.96219     0.01      0.18     0.18     1 
2310624562   -3.48286    -59.90609     0.03      0.01     0.03     1 
2310624563   -3.48277    -59.87804    -0.05     -0.02     0.06     1 
2310624579   -3.51178    -61.53393     0.07      0.11     0.13     1 
2310624580   -3.51174    -61.50585    -0.12      0.02     0.12     1 
2310624581   -3.51169    -61.47777     0.09      0.08     0.12     1 
2310624582   -3.51165    -61.44969    -0.05     -0.04     0.06     1 
2310624583   -3.51160    -61.42161    -0.25      0.13     0.28     1 
2310624584   -3.51155    -61.39353    -0.16      0.03     0.16     1 
2310624585   -3.51150    -61.36545     0.05      0.24     0.25     1 
2310624586   -3.51145    -61.33737    -0.20      0.01     0.20     1 
2310624589   -3.51130    -61.25313    -0.24      0.04     0.24     1 
2310624590   -3.51124    -61.22506    -0.14      0.06     0.15     1 
2310624591   -3.51119    -61.19698    -0.20      0.05     0.21     1 
2310624592   -3.51114    -61.16890    -0.20      0.12     0.23     1 
2310624595   -3.51097    -61.08467    -0.10      0.04     0.10     1 
2310624597   -3.51085    -61.02853    -0.07      0.33     0.34     1 
2310624598   -3.51079    -61.00045    -0.03      0.09     0.10     1 
2310624601   -3.51060    -60.91623     0.16     -0.02     0.16     1 
2310624602   -3.51054    -60.88816    -0.13      0.22     0.25     1 
2310624603   -3.51048    -60.86009     0.29     -0.16     0.33     1 
2310624604   -3.51041    -60.83202    -0.11      0.04     0.11     1 
2310624608   -3.51014    -60.71974    -0.07      0.09     0.11     1 
2310624609   -3.51008    -60.69167     0.03      0.05     0.06     1 
2310624610   -3.51001    -60.66360    -0.09      0.01     0.09     1 
2310624612   -3.50986    -60.60747     0.19     -0.01     0.19     1 
2310624613   -3.50979    -60.57940     0.09     -0.07     0.11     1 
2310624614   -3.50972    -60.55134    -0.03     -0.06     0.07     1 
2310624615   -3.50964    -60.52327    -0.22      0.15     0.27     1 
2310624616   -3.50957    -60.49521    -0.05      0.02     0.06     1 
2310624617   -3.50949    -60.46714     0.01     -0.06     0.06     1 
2310624621   -3.50918    -60.35490     0.12     -0.11     0.16     1 
2310624623   -3.50902    -60.29877    -0.02     -0.07     0.07     1 
2310624624   -3.50894    -60.27072    -0.07      0.03     0.07     1 
2310624625   -3.50885    -60.24266    -0.09      0.02     0.09     1 
2310624627   -3.50868    -60.18654     0.04      0.11     0.11     1 
2310624629   -3.50851    -60.13043    -0.10     -0.04     0.10     1 
2310624630   -3.50843    -60.10238     0.01      0.25     0.25     1 
2310624631   -3.50834    -60.07432    -0.04      0.20     0.20     1 
2310624632   -3.50825    -60.04627    -0.04      0.02     0.05     1 
2310624633   -3.50816    -60.01821    -0.01      0.02     0.02     1 
2310624634   -3.50807    -59.99016     0.05     -0.13     0.14     1 
2310624635   -3.50798    -59.96211     0.10     -0.27     0.29     1 
2310624636   -3.50789    -59.93406     0.05     -0.04     0.07     1 
2310624637   -3.50779    -59.90601     0.00     -0.01     0.01     1 
2310624654   -3.53674    -61.53389    -0.09     -0.04     0.09     1 
2310624656   -3.53665    -61.47773    -0.07     -0.12     0.13     1 
2310624657   -3.53661    -61.44965     0.06     -0.13     0.15     1 
2310624658   -3.53656    -61.42157    -0.09      0.03     0.09     1 
2310624659   -3.53651    -61.39349    -0.02     -0.01     0.02     1 
2310624660   -3.53646    -61.36541     0.16     -0.00     0.16     1 
2310624662   -3.53636    -61.30925     0.16     -0.07     0.18     1 
2310624663   -3.53631    -61.28117     0.03      0.29     0.29     1 
2310624664   -3.53626    -61.25309    -0.20      0.07     0.21     1 
2310624665   -3.53620    -61.22501     0.04     -0.02     0.04     1 
2310624666   -3.53615    -61.19693    -0.01      0.05     0.05     1 
2310624667   -3.53609    -61.16885    -0.14     -0.17     0.22     1 
2310624669   -3.53598    -61.11270    -0.12     -0.01     0.12     1 
2310624673   -3.53574    -61.00040    -0.12     -0.00     0.12     1 
2310624674   -3.53568    -60.97232    -0.23     -0.10     0.25     1 
2310624675   -3.53562    -60.94425    -0.05     -0.27     0.28     1 
2310624676   -3.53556    -60.91618     0.08     -0.11     0.13     1 
2310624681   -3.53523    -60.77582     0.08     -0.05     0.09     1 
2310624682   -3.53516    -60.74775     0.13      0.00     0.13     1 
2310624683   -3.53509    -60.71968    -0.01      0.07     0.07     1 
2310624684   -3.53502    -60.69161     0.03      0.01     0.03     1 
2310624685   -3.53495    -60.66354    -0.02     -0.13     0.14     1 
2310624686   -3.53488    -60.63547    -0.15      0.12     0.19     1 
2310624687   -3.53481    -60.60740     0.03     -0.00     0.03     1 
2310624688   -3.53474    -60.57934    -0.01      0.01     0.01     1 
2310624689   -3.53466    -60.55127    -0.03     -0.04     0.05     1 
2310624690   -3.53459    -60.52321     0.01      0.26     0.27     1 
2310624691   -3.53451    -60.49514     0.01      0.04     0.04     1 
2310624692   -3.53444    -60.46708    -0.10     -0.00     0.10     1 
2310624694   -3.53428    -60.41095     0.19      0.04     0.19     1 
2310624696   -3.53412    -60.35482    -0.07      0.16     0.18     1 
2310624697   -3.53404    -60.32676    -0.04      0.02     0.04     1 
2310624698   -3.53396    -60.29870    -0.02      0.13     0.13     1 
2310624699   -3.53388    -60.27064     0.08     -0.12     0.14     1 
2310624700   -3.53379    -60.24258    -0.01     -0.02     0.02     1 
2310624703   -3.53354    -60.15841    -0.07     -0.08     0.10     1 
2310624704   -3.53345    -60.13035    -0.10      0.01     0.10     1 
2310624705   -3.53336    -60.10230    -0.08     -0.02     0.08     1 
2310624706   -3.53328    -60.07424    -0.04     -0.01     0.04     1 
2310624707   -3.53319    -60.04619    -0.07      0.18     0.20     1 
2310624708   -3.53310    -60.01814     0.11     -0.06     0.13     1 
2310624709   -3.53301    -59.99008    -0.05     -0.23     0.23     1 
2310624710   -3.53291    -59.96203    -0.03      0.07     0.07     1 
2310624711   -3.53282    -59.93398     0.02     -0.03     0.04     1 
2310624712   -3.53273    -59.90593    -0.04      0.22     0.22     1 
2310624730   -3.56166    -61.50577    -0.12      0.01     0.12     1 
2310624731   -3.56161    -61.47769     0.01     -0.12     0.12     1 
2310624733   -3.56152    -61.42152    -0.14     -0.20     0.24     1 
2310624735   -3.56142    -61.36536     0.09      0.08     0.12     1 
2310624736   -3.56137    -61.33728    -0.08      0.07     0.10     1 
2310624738   -3.56127    -61.28112    -0.11      0.09     0.14     1 
2310624739   -3.56121    -61.25304    -0.14      0.08     0.16     1 
2310624740   -3.56116    -61.22496    -0.08      0.06     0.10     1 
2310624744   -3.56094    -61.11265    -0.23     -0.02     0.24     1 
2310624745   -3.56088    -61.08457    -0.01      0.21     0.21     1 
2310624746   -3.56082    -61.05650     0.04     -0.02     0.04     1 
2310624747   -3.56076    -61.02842    -0.08      0.12     0.14     1 
2310624750   -3.56057    -60.94420     0.04     -0.07     0.08     1 
2310624755   -3.56025    -60.80383    -0.20     -0.07     0.21     1 
2310624756   -3.56018    -60.77576    -0.09     -0.00     0.09     1 
2310624758   -3.56004    -60.71962    -0.03      0.06     0.07     1 
2310624761   -3.55983    -60.63541     0.02      0.14     0.14     1 
2310624762   -3.55976    -60.60734    -0.10     -0.02     0.10     1 
2310624763   -3.55968    -60.57927    -0.01      0.06     0.06     1 
2310624764   -3.55961    -60.55121     0.16      0.32     0.36     1 
2310624765   -3.55953    -60.52314    -0.09      0.16     0.19     1 
2310624766   -3.55946    -60.49507     0.10     -0.07     0.12     1 
2310624767   -3.55938    -60.46701    -0.03      0.03     0.04     1 
2310624770   -3.55915    -60.38282    -0.04      0.04     0.06     1 
2310624773   -3.55890    -60.29863     0.02      0.01     0.02     1 
2310624775   -3.55873    -60.24251    -0.03      0.10     0.10     1 
